blockheight,timestamp,address,amount
19789982, 2024-05-03T13:47:59.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1707.1246718768903
19792610, 2024-05-03T22:36:59.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1166.909531540636
19805338, 2024-05-05T17:19:59.000Z, 0x5a57dD9C623e1403AF1D810673183D89724a4e0c, 299649
19805349, 2024-05-05T17:22:11.000Z, 0x5a57dD9C623e1403AF1D810673183D89724a4e0c, 50
19809884, 2024-05-06T08:35:11.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1192.7005382611908
19835095, 2024-05-09T21:13:23.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1125.4210520916115
19853891, 2024-05-12T12:18:23.000Z, 0x6695AfaaE02e2e4846886D8F7F9016c319104346, 259
19859889, 2024-05-13T08:25:35.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1107.561251774857
19876305, 2024-05-15T15:34:11.000Z, 0x5ED5dD65aB0dC1bCCC44eedAa40680C231FAaa9F, 1363.815826696308
19878137, 2024-05-15T21:41:59.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1121.845746769997
19889771, 2024-05-17T12:44:23.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1690.3338568445542
19894420, 2024-05-18T04:21:35.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1154.0946585727088
19913235, 2024-05-20T19:32:47.000Z, 0x4Ab12E7CE31857Ee022f273e8580F73335a73c0B, 4720.753356642343
19913549, 2024-05-20T20:35:35.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 2557.6366938887995
19913935, 2024-05-20T21:53:11.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 2654.9793700543873
19917955, 2024-05-21T11:22:35.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1398.1014049501807
19930041, 2024-05-23T03:57:23.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1414.12332664397
19932312, 2024-05-23T11:33:47.000Z, 0x4Ab12E7CE31857Ee022f273e8580F73335a73c0B, 1688.774568562958
19941861, 2024-05-24T19:35:23.000Z, 0x4Ab12E7CE31857Ee022f273e8580F73335a73c0B, 1221.01067231864
19952621, 2024-05-26T07:40:47.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 730.1619381241892
19955318, 2024-05-26T16:43:23.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1448.7252908068074
20009155, 2024-06-03T05:17:47.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 729.5417429728158
20076335, 2024-06-12T14:26:23.000Z, 0xd96740E592a7AC8af1467E44EDBd7a2965dBbcB2, 1977.762134945371
20082252, 2024-06-13T10:17:47.000Z, 0xd872b7d4889Ab1c7de5a17a7877cA641AD2c3F72, 74680.8992573461
20092762, 2024-06-14T21:34:11.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 1448.9381458143682
20097735, 2024-06-15T14:17:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 806.2142366535099
20106430, 2024-06-16T19:25:59.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 424.8734071932241
20107242, 2024-06-16T22:09:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 1020.7877156256538
20112897, 2024-06-17T17:07:59.000Z, 0xdEa2ed23C9548c7b3E3c9dF38B040599657727Ee, 102000
20112918, 2024-06-17T17:12:23.000Z, 0xdEa2ed23C9548c7b3E3c9dF38B040599657727Ee, 45000
20122407, 2024-06-19T01:06:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 955.4509319051649
20123176, 2024-06-19T03:41:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 809.7021189232305
20131515, 2024-06-20T07:41:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 1159.6178233659236
20142300, 2024-06-21T19:51:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 550.5766940726284
20164936, 2024-06-24T23:51:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 611.7945608894137
20170662, 2024-06-25T19:03:23.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 873.834377104076
20182926, 2024-06-27T12:08:23.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 858.764617128585
20183261, 2024-06-27T13:15:47.000Z, 0x0000000000a84D1a9B0063A910315C7fFA9Cd248, 1758.558607026816
